
0.5625	     393.843	
0.6875	     448.806	
0.8125	     644.407	
0.9375	      774.59	
 1.062	     839.298	
 1.188	     791.443	
 1.312	     833.111	
 1.438	     944.268	
 1.562	     1061.19	
 1.688	     1126.16	
 1.812	     1398.03	
 1.938	     1281.08	
 2.062	     1323.26	
 2.188	     1390.96	
 2.312	     1414.97	
 2.438	     1383.42	
 2.562	     1611.81	
 2.688	     1731.65	
 2.812	     1637.24	
 2.938	     1588.84	
 3.062	     1684.62	
 3.188	     1542.25	
 3.312	     1524.38	
 3.438	     1788.87	
 3.562	     1834.87	
 3.688	     1554.51	
 3.812	      1760.2	
 3.938	     1349.94	
 4.062	     1693.24	
 4.188	     1523.14	
 4.312	     1633.03	
 4.438	     1386.78	
 4.562	      1478.9	
 4.688	     1542.33	
 4.812	     1230.08	
 4.938	     1264.08	
 5.062	     1256.71	
 5.188	     1018.47	
 5.312	     977.697	
 5.438	     932.152	
 5.562	     833.378	
 5.688	     1101.53	
 5.812	     832.294	
 5.938	     658.585	
 6.062	     800.504	
 6.188	     739.638	
 6.312	     843.154	
 6.438	     617.651	
 6.562	     723.007	
 6.688	     703.762	
 6.812	     715.558	
 6.938	     713.524	
 7.062	     436.681	
 7.188	      645.68	
 7.312	      525.36	
 7.438	     443.628	
 7.562	     567.868	
 7.688	     436.656	
 7.812	     489.201	
 7.938	     388.054	
     9	      5680.7	
    11	     3497.02	
    13	     3629.69	
    15	     1977.96	
    17	      1437.4	
    19	     947.525	
    21	      628.54	
    23	     220.588	
    25	     228.933	
    27	     140.221	
    29	     338.081	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	       83537	
