
0.5625	     2.50829	
0.6875	     2.76098	
0.8125	     3.22133	
0.9375	     3.51362	
 1.062	     3.72802	
 1.188	     4.09232	
 1.312	     4.19157	
 1.438	     4.33537	
 1.562	     4.98921	
 1.688	     5.32692	
 1.812	     5.20969	
 1.938	     5.73802	
 2.062	     5.96602	
 2.188	     5.80892	
 2.312	     6.59797	
 2.438	     6.76572	
 2.562	     6.96769	
 2.688	     7.22413	
 2.812	     7.72663	
 2.938	     7.59288	
 3.062	     8.32242	
 3.188	     8.99487	
 3.312	      8.8223	
 3.438	     9.61201	
 3.562	     9.25702	
 3.688	     9.59005	
 3.812	     10.0537	
 3.938	     10.0332	
 4.062	     9.59563	
 4.188	     9.57949	
 4.312	     10.2466	
 4.438	     9.28588	
 4.562	     9.29838	
 4.688	     9.37287	
 4.812	     9.28383	
 4.938	     8.70617	
 5.062	     8.88175	
 5.188	     8.52167	
 5.312	     8.09929	
 5.438	      8.1872	
 5.562	     7.23142	
 5.688	      7.0491	
 5.812	     7.20448	
 5.938	      6.9681	
 6.062	     7.81286	
 6.188	     7.10443	
 6.312	     6.61316	
 6.438	     7.12699	
 6.562	     5.41734	
 6.688	     7.04074	
 6.812	     6.56291	
 6.938	     6.60497	
 7.062	     5.49046	
 7.188	      6.7115	
 7.312	     6.74943	
 7.438	     6.89953	
 7.562	     5.20994	
 7.688	     4.78341	
 7.812	     5.53765	
 7.938	     5.38717	
     9	      86.814	
    11	     63.7237	
    13	     48.7961	
    15	     60.9053	
    17	     45.0144	
    19	     21.0106	
    21	     26.2522	
    23	     21.1196	
    25	     20.4823	
    27	     24.5139	
    29	     23.9256	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	     860.073	
