
0.5625	     12090.5	
0.6875	     41162.1	
0.8125	     46121.4	
0.9375	     34076.8	
 1.062	     19464.4	
 1.188	     8884.62	
 1.312	     2327.92	
 1.438	    0.129626	
 1.562	     3147.25	
 1.688	     14659.7	
 1.812	     38439.7	
 1.938	     79490.9	
 2.062	      140681	
 2.188	      231295	
 2.312	      332655	
 2.438	      462017	
 2.562	      608548	
 2.688	      769733	
 2.812	      941709	
 2.938	 1.12044e+06	
 3.062	 1.30765e+06	
 3.188	 1.46187e+06	
 3.312	 1.65683e+06	
 3.438	 1.87187e+06	
 3.562	 2.11967e+06	
 3.688	 2.34264e+06	
 3.812	 2.46652e+06	
 3.938	  2.5084e+06	
 4.062	 2.42994e+06	
 4.188	 2.23391e+06	
 4.312	 1.98941e+06	
 4.438	 1.67913e+06	
 4.562	 1.35938e+06	
 4.688	  1.0882e+06	
 4.812	      869274	
 4.938	      705613	
 5.062	      566148	
 5.188	      473613	
 5.312	      418810	
 5.438	      366901	
 5.562	      349027	
 5.688	      308935	
 5.812	      289108	
 5.938	      271555	
 6.062	      258181	
 6.188	      236436	
 6.312	      231552	
 6.438	      217612	
 6.562	      205335	
 6.688	      197872	
 6.812	      187677	
 6.938	      171728	
 7.062	      183724	
 7.188	      172732	
 7.312	      162350	
 7.438	      156152	
 7.562	      151534	
 7.688	      144503	
 7.812	      143440	
 7.938	      136682	
     9	 1.91142e+06	
    11	  1.4299e+06	
    13	 1.32174e+06	
    15	 1.29837e+06	
    17	 1.20301e+06	
    19	  1.2257e+06	
    21	      992588	
    23	      767215	
    25	      645312	
    27	      529676	
    29	      446910	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	 5.07707e+07	
