1 5.18981 -0.000000 
2 5.16639 0.000629 
3 5.14266 0.002522 
4 5.11865 0.005686 
5 5.09436 0.010129 
6 5.06981 0.015858 
7 5.04503 0.022878 
8 5.02002 0.031194 
9 4.9948 0.040811 
10 4.96939 0.051731 
11 4.9438 0.063958 
12 4.91805 0.077493 
13 4.89214 0.092338 
14 4.8661 0.108492 
15 4.83993 0.125955 
16 4.81365 0.144725 
17 4.78728 0.164800 
18 4.76081 0.186177 
19 4.73428 0.208852 
20 4.70768 0.232820 
21 4.68102 0.258074 
22 4.65433 0.284610 
23 4.6276 0.312418 
24 4.60085 0.341490 
25 4.57409 0.371818 
26 4.54732 0.403391 
27 4.52055 0.436198 
28 4.4938 0.470226 
29 4.46706 0.505464 
30 4.44034 0.541897 
31 4.41365 0.579511 
32 4.387 0.618290 
33 4.36038 0.658218 
34 4.33381 0.699277 
35 4.30729 0.741449 
36 4.28081 0.784716 
37 4.25439 0.829056 
38 4.22802 0.874451 
39 4.20171 0.920877 
40 4.17545 0.968312 
41 4.14926 1.016733 
42 4.12312 1.066116 
43 4.09703 1.116436 
44 4.07101 1.167667 
45 4.04503 1.219782 
46 4.01911 1.272754 
47 3.99324 1.326555 
48 3.96741 1.381156 
49 3.94163 1.436526 
50 3.91588 1.492637 
51 3.89017 1.549456 
52 3.86448 1.606953 
53 3.83882 1.665093 
54 3.81317 1.723845 
55 3.78754 1.783175 
56 3.76191 1.843048 
57 3.73627 1.903430 
58 3.71062 1.964284 
59 3.68495 2.025576 
60 3.65925 2.087269 
61 3.63352 2.149325 
62 3.60774 2.211708 
63 3.5819 2.274379 
64 3.556 2.337301 
65 3.53003 2.400436 
66 3.50397 2.463743 
67 3.47782 2.527181 
68 3.45156 2.590718 
69 3.42519 2.654311 
70 3.39869 2.717920 
71 3.37206 2.781505 
72 3.34528 2.845027 
73 3.31834 2.908445 
74 3.29124 2.971721 
75 3.26396 3.034813 
76 3.23649 3.097682 
77 3.20882 3.160289 
78 3.18094 3.222594 
79 3.15284 3.284558 
80 3.12451 3.346142 
81 3.09594 3.407307 
82 3.06712 3.468015 
83 3.03804 3.528228 
84 3.0087 3.587907 
85 2.97907 3.647017 
86 2.94917 3.705520 
87 2.91897 3.763381 
88 2.88848 3.820563 
89 2.85767 3.877033 
90 2.82656 3.932756 
91 2.79512 3.987698 
92 2.76337 4.041827 
93 2.73128 4.095111 
94 2.69886 4.147519 
95 2.6661 4.199021 
96 2.63301 4.249588 
97 2.59957 4.299191 
98 2.56579 4.347803 
99 2.53167 4.395398 
100 2.4972 4.441951 
101 2.46238 4.487437 
102 2.42723 4.531834 
103 2.39174 4.575120 
104 2.35591 4.617273 
105 2.31975 4.658275 
106 2.28326 4.698108 
107 2.24644 4.736753 
108 2.20932 4.774196 
109 2.17188 4.810422 
110 2.13415 4.845418 
111 2.09612 4.879171 
112 2.05785 4.911672 
113 2.01925 4.942910 
114 1.98041 4.972878 
115 1.94133 5.001570 
116 1.90201 5.028979 
117 1.86249 5.055102 
118 1.82276 5.079936 
119 1.78285 5.103481 
120 1.74276 5.125735 
121 1.70253 5.146700 
122 1.66217 5.166379 
123 1.62169 5.184776 
124 1.58113 5.201896 
125 1.54049 5.217744 
126 1.49981 5.232330 
127 1.4591 5.245661 
128 1.41839 5.257748 
129 1.3777 5.268602 
130 1.33705 5.278236 
131 1.29648 5.286662 
132 1.25601 5.293895 
133 1.21567 5.299951 
134 1.17547 5.304847 
135 1.13546 5.308600 
136 1.09565 5.311228 
137 1.05608 5.312751 
138 1.01678 5.313189 
139 0.977767 5.312563 
140 0.939083 5.310896 
141 0.900754 5.308210 
142 0.862811 5.304529 
143 0.825283 5.299876 
144 0.788203 5.294275 
145 0.7516 5.287753 
146 0.715505 5.280335 
147 0.679951 5.272047 
148 0.644968 5.262917 
149 0.610587 5.252969 
150 0.57684 5.242234 
151 0.543757 5.230737 
152 0.511369 5.218507 
153 0.479708 5.205572 
154 0.448801 5.191961 
155 0.418677 5.177702 
156 0.389369 5.162822 
157 0.360906 5.147352 
158 0.333318 5.131319 
159 0.306635 5.114752 
160 0.280886 5.097679 
161 0.256098 5.080129 
162 0.2323 5.062128 
163 0.209519 5.043706 
164 0.187781 5.024890 
165 0.167114 5.005706 
166 0.147541 4.986182 
167 0.129087 4.966344 
168 0.111777 4.946219 
169 0.0956325 4.925831 
170 0.0806764 4.905205 
171 0.0669297 4.884367 
172 0.0544129 4.863341 
173 0.0431455 4.842149 
174 0.0331459 4.820814 
175 0.0244318 4.799360 
176 0.0170197 4.777806 
177 0.0109253 4.756175 
178 0.00616313 4.734485 
179 0.00274672 4.712757 
180 0.000688547 4.691009 
181 0 4.669259 
182 0.000693287 4.647523 
183 0.00278003 4.625820 
184 0.00626913 4.604162 
185 0.0111684 4.582564 
186 0.0174845 4.561041 
187 0.0252231 4.539606 
188 0.0343886 4.518269 
189 0.0449844 4.497043 
190 0.0570128 4.475937 
191 0.0704749 4.454960 
192 0.0853706 4.434122 
193 0.101699 4.413429 
194 0.119457 4.392887 
195 0.138642 4.372504 
196 0.159249 4.352283 
197 0.181272 4.332228 
198 0.204705 4.312343 
199 0.22954 4.292629 
200 0.255767 4.273087 
201 0.283376 4.253719 
202 0.312356 4.234523 
203 0.342694 4.215499 
204 0.374377 4.196644 
205 0.40739 4.177955 
206 0.441719 4.159429 
207 0.477345 4.141061 
208 0.514251 4.122846 
209 0.552419 4.104778 
210 0.591829 4.086850 
211 0.63246 4.069055 
212 0.67429 4.051385 
213 0.717297 4.033831 
214 0.761458 4.016384 
215 0.806748 3.999034 
216 0.853142 3.981771 
217 0.900613 3.964583 
218 0.949135 3.947459 
219 0.99868 3.930387 
220 1.04922 3.913354 
221 1.10072 3.896348 
222 1.15317 3.879356 
223 1.20651 3.862363 
224 1.26073 3.845356 
225 1.31579 3.828321 
226 1.37166 3.811242 
227 1.42831 3.794106 
228 1.4857 3.776897 
229 1.5438 3.759601 
230 1.60257 3.742201 
231 1.66198 3.724683 
232 1.722 3.707031 
233 1.78258 3.689229 
234 1.8437 3.671264 
235 1.90532 3.653118 
236 1.96739 3.634777 
237 2.02989 3.616225 
238 2.09277 3.597448 
239 2.156 3.578430 
240 2.21954 3.559157 
241 2.28336 3.539614 
242 2.34742 3.519788 
243 2.41168 3.499663 
244 2.47609 3.479227 
245 2.54064 3.458467 
246 2.60527 3.437370 
247 2.66995 3.415922 
248 2.73465 3.394113 
