249 2.79933 3.371930 
250 2.86394 3.349363 
251 2.92847 3.326402 
252 2.99286 3.303035 
253 3.05708 3.279254 
254 3.1211 3.255051 
255 3.18489 3.230419 
256 3.2484 3.205344 
257 3.31161 3.179824 
258 3.37448 3.153852 
259 3.43698 3.127422 
260 3.49907 3.100529 
261 3.56073 3.073169 
262 3.62191 3.045338 
263 3.6826 3.017034 
264 3.74276 2.988254 
265 3.80235 2.958998 
266 3.86136 2.929264 
267 3.91975 2.899053 
268 3.9775 2.868365 
269 4.03457 2.837202 
270 4.09094 2.805567 
271 4.1466 2.773463 
272 4.2015 2.740893 
273 4.25562 2.707863 
274 4.30895 2.674379 
275 4.36147 2.640445 
276 4.41314 2.606070 
277 4.46394 2.571261 
278 4.51387 2.536027 
279 4.56289 2.500376 
280 4.61099 2.464319 
281 4.65815 2.427867 
282 4.70436 2.391031 
283 4.7496 2.353824 
284 4.79384 2.316257 
285 4.83709 2.278344 
286 4.87932 2.240101 
287 4.92052 2.201540 
288 4.96069 2.162679 
289 4.9998 2.123535 
290 5.03785 2.084120 
291 5.07483 2.044454 
292 5.11073 2.004555 
293 5.14554 1.964442 
294 5.17926 1.924132 
295 5.21188 1.883646 
296 5.24339 1.843004 
297 5.27379 1.802225 
298 5.30308 1.761332 
299 5.33125 1.720346 
300 5.3583 1.679287 
301 5.38423 1.638179 
302 5.40904 1.597043 
303 5.43272 1.555904 
304 5.45529 1.514783 
305 5.47673 1.473705 
306 5.49706 1.432693 
307 5.51628 1.391772 
308 5.53439 1.350966 
309 5.55138 1.310300 
310 5.56728 1.269799 
311 5.58208 1.229487 
312 5.5958 1.189390 
313 5.60843 1.149532 
314 5.61999 1.109941 
315 5.63048 1.070640 
316 5.6399 1.031657 
317 5.64828 0.993016 
318 5.65562 0.954744 
319 5.66193 0.916866 
320 5.66722 0.879409 
321 5.6715 0.842398 
322 5.67479 0.805857 
323 5.6771 0.769814 
324 5.67843 0.734295 
325 5.67881 0.699322 
326 5.67824 0.664923 
327 5.67675 0.631082 
328 5.67433 0.597950 
329 5.67102 0.565424 
330 5.66682 0.533549 
331 5.66175 0.502404 
332 5.65583 0.471981 
333 5.64906 0.442304 
334 5.64147 0.413398 
335 5.63308 0.385285 
336 5.6239 0.357990 
337 5.61394 0.331535 
338 5.60323 0.305942 
339 5.59178 0.281233 
340 5.57961 0.257429 
341 5.56674 0.234551 
342 5.55318 0.212619 
343 5.53896 0.191655 
344 5.52409 0.171677 
345 5.50859 0.152705 
346 5.49247 0.134758 
347 5.47577 0.117855 
348 5.45848 0.102013 
349 5.44064 0.087251 
350 5.42227 0.073586 
351 5.40337 0.061033 
352 5.38397 0.049610 
353 5.36409 0.039332 
354 5.34374 0.030213 
355 5.32295 0.022269 
356 5.30173 0.015513 
357 5.2801 0.009959 
358 5.25807 0.005619 
359 5.23567 0.002504 
360 5.21291 0.000628 
