
0.5625	    0.221537	
0.6875	    0.295696	
0.8125	    0.354583	
0.9375	    0.400419	
 1.062	    0.443254	
 1.188	    0.520038	
 1.312	    0.636661	
 1.438	    0.848646	
 1.562	     1.14881	
 1.688	     1.56688	
 1.812	     2.11929	
 1.938	     2.84193	
 2.062	     3.68763	
 2.188	     4.79493	
 2.312	     5.73555	
 2.438	     6.86517	
 2.562	     8.00049	
 2.688	     9.13403	
 2.812	     10.2445	
 2.938	     11.3186	
 3.062	     12.3951	
 3.188	     13.1336	
 3.312	     14.2057	
 3.438	     15.4074	
 3.562	       16.83	
 3.688	     18.0171	
 3.812	     18.4419	
 3.938	     18.2918	
 4.062	     17.3277	
 4.188	     15.6174	
 4.312	     13.6613	
 4.438	     11.3499	
 4.562	     9.05785	
 4.688	      7.1588	
 4.812	     5.65368	
 4.938	      4.5416	
 5.062	     3.61095	
 5.188	     2.99594	
 5.312	      2.6294	
 5.438	      2.2887	
 5.562	      2.1644	
 5.688	     1.90533	
 5.812	     1.77358	
 5.938	     1.65764	
 6.062	     1.56874	
 6.188	     1.42769	
 6.312	     1.38908	
 6.438	     1.29741	
 6.562	     1.21706	
 6.688	     1.16632	
 6.812	      1.1004	
 6.938	     1.00186	
 7.062	     1.06677	
 7.188	    0.998427	
 7.312	    0.934397	
 7.438	    0.895059	
 7.562	    0.865215	
 7.688	    0.822024	
 7.812	    0.813096	
 7.938	    0.772176	
     9	     10.5425	
    11	     7.66305	
    13	     6.95815	
    15	     6.75488	
    17	     6.20657	
    19	     6.28452	
    21	     5.06548	
    23	     3.90054	
    25	     3.27111	
    27	     2.67834	
    29	     2.25514	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	     380.211	
