
0.5625	     106.488	
0.6875	     215.749	
0.8125	     443.063	
0.9375	     700.842	
 1.062	     952.303	
 1.188	     1088.55	
 1.312	     1356.47	
 1.438	     1783.55	
 1.562	      2282.2	
 1.688	     2720.25	
 1.812	     3763.23	
 1.938	     3814.64	
 2.062	      4312.9	
 2.188	     4907.02	
 2.312	     5382.33	
 2.438	     5652.89	
 2.562	     7026.96	
 2.688	     8016.19	
 2.812	     8026.85	
 2.938	     8223.01	
 3.062	     9177.76	
 3.188	     8815.62	
 3.312	     9124.08	
 3.438	     11192.7	
 3.562	     11973.8	
 3.688	     10556.7	
 3.812	     12421.4	
 3.938	     9885.58	
 4.062	     12851.2	
 4.188	       11966	
 4.312	     13266.1	
 4.438	     11637.5	
 4.562	     12807.7	
 4.688	     13767.1	
 4.812	       11303	
 4.938	     11948.2	
 5.062	     12208.2	
 5.188	     10161.2	
 5.312	     10011.6	
 5.438	     9789.83	
 5.562	     8971.48	
 5.688	     12148.1	
 5.812	     9395.72	
 5.938	     7606.36	
 6.062	     9454.65	
 6.188	     8926.86	
 6.312	     10393.1	
 6.438	     7772.62	
 6.562	     9285.14	
 6.688	     9219.77	
 6.812	     9559.64	
 6.938	     9717.44	
 7.062	     6060.23	
 7.188	     9127.57	
 7.312	      7562.7	
 7.438	     6501.19	
 7.562	     8468.27	
 7.688	      6623.6	
 7.812	     7546.37	
 7.938	     6085.94	
     9	      101474	
    11	     76651.7	
    13	     94114.5	
    15	     59217.9	
    17	       48749	
    19	     35878.8	
    21	     26247.5	
    23	     10064.6	
    25	     11326.5	
    27	     7475.89	
    29	     19320.4	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	      956588	
