Format: Running time   Log(10,s22th13) sens. 
0.01 -1.47497 
0.0158489 -1.47595 
0.0251189 -1.47745 
0.0398107 -1.47981 
0.0630957 -1.48348 
0.1 -1.48913 
0.158489 -1.4977 
0.251189 -1.51039 
0.398107 -1.52849 
0.630957 -1.55298 
1 -1.58397 
1.58489 -1.62037 
2.51189 -1.66029 
3.98107 -1.70182 
6.30957 -1.74346 
10 -1.78427 
15.8489 -1.82385 
25.1189 -1.86236 
39.8107 -1.90038 
63.0957 -1.93856 
100 -1.97723 
158.489 -2.01612 
251.189 -2.05447 
398.107 -2.09124 
630.957 -2.12541 
1000 -2.15624 
1584.89 -2.18344 
2511.89 -2.20652 
3981.07 -2.22738 
6309.57 -2.24685 
10000 -2.26654 
