
0.5625	   0.0206299	
0.6875	   0.0453844	
0.8125	   0.0777564	
0.9375	   0.0873232	
 1.062	    0.105925	
 1.188	    0.124244	
 1.312	    0.155468	
 1.438	    0.185666	
 1.562	    0.215517	
 1.688	    0.235071	
 1.812	    0.220343	
 1.938	    0.263651	
 2.062	    0.245746	
 2.188	    0.248903	
 2.312	    0.288995	
 2.438	    0.343755	
 2.562	    0.352574	
 2.688	    0.358716	
 2.812	    0.365695	
 2.938	    0.374187	
 3.062	    0.385094	
 3.188	    0.366149	
 3.312	    0.458246	
 3.438	    0.420143	
 3.562	    0.420313	
 3.688	     0.39729	
 3.812	    0.415177	
 3.938	    0.483088	
 4.062	    0.403843	
 4.188	     0.37202	
 4.312	    0.483517	
 4.438	    0.532191	
 4.562	    0.511566	
 4.688	    0.449329	
 4.812	    0.541092	
 4.938	    0.566613	
 5.062	    0.517862	
 5.188	    0.587606	
 5.312	    0.559683	
 5.438	    0.583331	
 5.562	    0.508874	
 5.688	    0.581066	
 5.812	    0.563817	
 5.938	    0.619078	
 6.062	    0.574255	
 6.188	    0.558571	
 6.312	    0.545257	
 6.438	    0.713072	
 6.562	    0.597395	
 6.688	    0.680011	
 6.812	    0.533582	
 6.938	    0.520872	
 7.062	    0.731121	
 7.188	    0.597613	
 7.312	    0.573844	
 7.438	    0.867741	
 7.562	    0.669214	
 7.688	    0.751267	
 7.812	    0.590329	
 7.938	    0.682254	
     9	     10.5344	
    11	     15.3887	
    13	     13.2288	
    15	      5.9614	
    17	     11.6285	
    19	    0.678073	
    21	     6.85083	
    23	     4.52765	
    25	     3.43383	
    27	     18.8844	
    29	     5.91204	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	     123.258	
