
0.5625	   0.0266922	
0.6875	   0.0181971	
0.8125	   0.0139732	
0.9375	   0.0105087	
 1.062	  0.00797097	
 1.188	  0.00644882	
 1.312	  0.00499261	
 1.438	  0.00398757	
 1.562	    0.003618	
 1.688	  0.00309933	
 1.812	  0.00246281	
 1.938	  0.00222938	
 2.062	  0.00193066	
 2.188	  0.00158702	
 2.312	  0.00153383	
 2.438	  0.00134822	
 2.562	  0.00120141	
 2.688	  0.00108597	
 2.812	  0.00101818	
 2.938	 0.000881723	
 3.062	 0.000855736	
 3.188	 0.000821817	
 3.312	 0.000719127	
 3.438	 0.000701474	
 3.562	 0.000607315	
 3.688	 0.000567785	
 3.812	 0.000538811	
 3.938	 0.000488093	
 4.062	 0.000424914	
 4.188	 0.000387073	
 4.312	 0.000378747	
 4.438	 0.000314618	
 4.562	  0.00028945	
 4.688	 0.000268676	
 4.812	 0.000245608	
 4.938	 0.000212993	
 5.062	 0.000201255	
 5.188	 0.000179164	
 5.312	 0.000158268	
 5.438	 0.000148889	
 5.562	 0.000122582	
 5.688	 0.000111561	
 5.812	 0.000106666	
 5.938	 9.66552e-05	
 6.062	 0.000101668	
 6.188	 8.70331e-05	
 6.312	 7.64183e-05	
 6.438	 7.77671e-05	
 6.562	  5.5877e-05	
 6.688	 6.87194e-05	
 6.812	 6.06716e-05	
 6.938	 5.78897e-05	
 7.062	 4.56656e-05	
 7.188	 5.30218e-05	
 7.312	 5.06899e-05	
 7.438	    4.93e-05	
 7.562	 3.54505e-05	
 7.688	 3.10214e-05	
 7.812	 3.42531e-05	
 7.938	  3.1805e-05	
     9	 0.000354552	
    11	 0.000144468	
    13	  6.7796e-05	
    15	 5.55547e-05	
    17	 2.84203e-05	
    19	  9.5653e-06	
    21	 8.91133e-06	
    23	 5.49094e-06	
    25	 4.16965e-06	
    27	  3.9811e-06	
    29	 3.14971e-06	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
----------------------
Total:	    0.125318	
