
0.5625	     13978.1	
0.6875	     18657.2	
0.8125	     22372.7	
0.9375	     25264.7	
 1.062	     27967.4	
 1.188	     32812.2	
 1.312	     40170.6	
 1.438	     53545.9	
 1.562	     72484.7	
 1.688	     98863.7	
 1.812	      133718	
 1.938	      179314	
 2.062	      232674	
 2.188	      302540	
 2.312	      361888	
 2.438	      433163	
 2.562	      504797	
 2.688	      576319	
 2.812	      646385	
 2.938	      714156	
 3.062	      782077	
 3.188	      828673	
 3.312	      896318	
 3.438	      972141	
 3.562	  1.0619e+06	
 3.688	  1.1368e+06	
 3.812	 1.16361e+06	
 3.938	 1.15414e+06	
 4.062	  1.0933e+06	
 4.188	      985391	
 4.312	      861969	
 4.438	      716130	
 4.562	      571512	
 4.688	      451690	
 4.812	      356723	
 4.938	      286555	
 5.062	      227835	
 5.188	      189031	
 5.312	      165904	
 5.438	      144407	
 5.562	      136564	
 5.688	      120218	
 5.812	      111905	
 5.938	      104590	
 6.062	       98981	
 6.188	     90081.4	
 6.312	     87644.9	
 6.438	     81860.7	
 6.562	     76791.3	
 6.688	     73589.7	
 6.812	     69430.7	
 6.938	     63213.1	
 7.062	     67308.4	
 7.188	     62996.5	
 7.312	     58956.5	
 7.438	     56474.4	
 7.562	     54591.4	
 7.688	     51866.2	
 7.812	     51302.9	
 7.938	       48721	
     9	      665184	
    11	      483506	
    13	      439029	
    15	      426204	
    17	      391608	
    19	      396526	
    21	      319610	
    23	      246107	
    25	      206393	
    27	      168992	
    29	      142290	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    58	           0	
    62	           0	
